"Date","County","State","Vehicle Primary Use","Battery Electric Vehicles (BEVs)","Plug-In Hybrid Electric Vehicles (PHEVs)","Electric Vehicle (EV) Total","Non-Electric Vehicle Total","Total Vehicles","Percent Electric Vehicles"
"June 30, 2022","Pennington","SD","Passenger","2","0","2","30","32","6.25"
"January 31, 2019","Kitsap","WA","Passenger","979","556","1,535","179,780","181,315","0.85"
"April 30, 2024","San Bernardino","CA","Passenger","6","1","7","339","346","2.02"
"April 30, 2021","Louisa","VA","Passenger","0","1","1","1","2","50.00"
"March 31, 2025","Nueces","TX","Passenger","2","0","2","50","52","3.85"
"December 31, 2022","Lee","FL","Passenger","1","0","1","47","48","2.08"
"April 30, 2022","Pierce","WA","Truck","3","0","3","142,580","142,583","0.00"
"January 31, 2019","Riverside","CA","Passenger","2","2","4","719","723","0.55"
"January 31, 2020","Norfolk","VA","Passenger","2","2","4","340","344","1.16"
"June 30, 2020","Putnam","TN","Passenger","0","1","1","6","7","14.29"
"January 31, 2022","Kings","CA","Passenger","2","0","2","325","327","0.61"
"March 31, 2017","Bergen","NJ","Passenger","0","2","2","33","35","5.71"
"April 30, 2024","Wahkiakum","WA","Passenger","36","23","59","3,048","3,107","1.90"
"July 31, 2020","Jefferson","WA","Passenger","250","143","393","24,697","25,090","1.57"
"December 31, 2023","Newport News","VA","Passenger","1","0","1","122","123","0.81"
"August 31, 2017","Bergen","NJ","Passenger","0","2","2","31","33","6.06"
"August 31, 2019","Norfolk","VA","Passenger","2","2","4","336","340","1.18"
"September 30, 2020","Ferry","WA","Truck","0","0","0","3,580","3,580","0.00"
"August 31, 2022","Manassas","VA","Passenger","0","1","1","7","8","12.50"
"October 31, 2018","Klamath","OR","Passenger","1","0","1","41","42","2.38"
"January 31, 2024","Snohomish","WA","Truck","290","0","290","120,058","120,348","0.24"
"May 31, 2025","Weld","CO","Passenger","1","0","1","13","14","7.14"
"August 31, 2022","Lake","IL","Passenger","5","0","5","141","146","3.42"
"June 30, 2023","Randolph","NC","Passenger","1","0","1","3","4","25.00"
"November 30, 2019","Okanogan","WA","Truck","0","0","0","16,543","16,543","0.00"
"August 31, 2021","Anne Arundel","MD","Passenger","3","1","4","381","385","1.04"
"May 31, 2017","Cumberland","NC","Passenger","1","0","1","598","599","0.17"
"August 31, 2019","Charles","MD","Passenger","0","1","1","92","93","1.08"
"August 31, 2023","Orange","CA","Passenger","11","5","16","436","452","3.54"
"December 31, 2018","Santa Fe","NM","Passenger","0","1","1","44","45","2.22"
"January 31, 2024","Currituck","NC","Passenger","1","0","1","24","25","4.00"
"September 30, 2024","Pulaski","MO","Passenger","4","0","4","109","113","3.54"
"November 30, 2024","San Juan","WA","Passenger","795","235","1,030","13,530","14,560","7.07"
"August 31, 2022","Allegheny","PA","Passenger","2","1","3","71","74","4.05"
"June 30, 2024","Centre","PA","Passenger","1","0","1","10","11","9.09"
"July 31, 2022","Snohomish","WA","Truck","27","0","27","123,269","123,296","0.02"
"October 31, 2024","Churchill","NV","Passenger","0","1","1","45","46","2.17"
"February 28, 2018","Ada","ID","Passenger","0","2","2","366","368","0.54"
"May 31, 2024","Washington","WI","Passenger","1","0","1","0","1","100.00"
"October 31, 2023","Whitman","WA","Passenger","184","93","277","21,846","22,123","1.25"
"December 31, 2024","Ferry","WA","Truck","0","0","0","3,420","3,420","0.00"
"November 30, 2024","Wahkiakum","WA","Truck","7","0","7","1,785","1,792","0.39"
"February 28, 2023","Cowlitz","WA","Truck","7","0","7","28,278","28,285","0.02"
"July 31, 2025","Lincoln","OR","Passenger","1","0","1","21","22","4.55"
"April 30, 2022","Ada","ID","Passenger","2","0","2","240","242","0.83"
"March 31, 2022","Stafford","VA","Passenger","2","1","3","98","101","2.97"
"November 30, 2018","Hawaii","HI","Passenger","1","0","1","76","77","1.30"
"April 30, 2022","Ferry","WA","Passenger","19","4","23","4,390","4,413","0.52"
"August 31, 2018","Duval","FL","Passenger","1","2","3","386","389","0.77"
"May 31, 2023","Garfield","WA","Truck","0","0","0","975","975","0.00"
"February 29, 2024","San Luis Obispo","CA","Passenger","1","1","2","55","57","3.51"
"October 31, 2023","Columbia","OR","Passenger","1","0","1","19","20","5.00"
"November 30, 2018","Walla Walla","WA","Truck","0","0","0","13,513","13,513","0.00"
"June 30, 2017","San Diego","CA","Passenger","4","2","6","2,746","2,752","0.22"
"November 30, 2024","Cumberland","NC","Passenger","3","0","3","324","327","0.92"
"July 31, 2024","Orange","FL","Passenger","4","1","5","77","82","6.10"
"March 31, 2022","Ulster","NY","Passenger","1","0","1","16","17","5.88"
"April 30, 2024","Kent","MI","Passenger","1","0","1","22","23","4.35"
"January 31, 2018","Bexar","TX","Passenger","1","2","3","829","832","0.36"
"October 31, 2021","Pacific","WA","Truck","0","0","0","7,979","7,979","0.00"
"August 31, 2024","Houston","GA","Passenger","1","0","1","30","31","3.23"
"January 31, 2025","Sarpy","NE","Passenger","0","1","1","58","59","1.69"
"July 31, 2023","Maui","HI","Passenger","1","0","1","26","27","3.70"
"January 31, 2025","Milwaukee","WI","Passenger","2","0","2","37","39","5.13"
"September 30, 2021","Mohave","AZ","Passenger","1","0","1","76","77","1.30"
"October 31, 2017","Clark","NV","Passenger","2","3","5","833","838","0.60"
"October 31, 2017","Pinal","AZ","Passenger","2","0","2","239","241","0.83"
"April 30, 2021","DeKalb","GA","Passenger","1","0","1","73","74","1.35"
"February 28, 2021","Carroll","NH","Passenger","0","1","1","3","4","25.00"
"May 31, 2018","Dallas","TX","Passenger","0","1","1","205","206","0.49"
"October 31, 2019","Wahkiakum","WA","Truck","0","0","0","1,749","1,749","0.00"
"November 30, 2021","Spartanburg","SC","Passenger","0","1","1","48","49","2.04"
"February 28, 2021","Grays Harbor","WA","Passenger","142","130","272","48,757","49,029","0.55"
"October 31, 2023","San Diego","CA","Truck","1","0","1","474","475","0.21"
"August 31, 2022","Hamilton","IN","Passenger","2","0","2","28","30","6.67"
"May 31, 2023","Lincoln","WA","Passenger","17","18","35","7,668","7,703","0.45"
"May 31, 2022","Calvert","MD","Passenger","0","3","3","88","91","3.30"
"June 30, 2021","Sevier","AR","Passenger","0","1","1","1","2","50.00"
"January 31, 2022","Sonoma","CA","Passenger","0","1","1","102","103","0.97"
"January 31, 2022","Garfield","WA","Truck","0","0","0","995","995","0.00"
"January 31, 2020","DeKalb","IN","Passenger","1","0","1","1","2","50.00"
"August 31, 2019","Tulsa","OK","Passenger","1","0","1","61","62","1.61"
"June 30, 2020","District of Columbia","DC","Passenger","1","1","2","194","196","1.02"
"November 30, 2024","Allegheny","PA","Passenger","3","0","3","50","53","5.66"
"October 31, 2021","Albemarle","VA","Passenger","2","0","2","25","27","7.41"
"March 31, 2020","Honolulu","HI","Passenger","4","2","6","529","535","1.12"
"January 31, 2023","Hays","TX","Passenger","1","0","1","13","14","7.14"
"March 31, 2023","Kittitas","WA","Truck","7","0","7","14,536","14,543","0.05"
"August 31, 2023","Moore","NC","Passenger","0","1","1","138","139","0.72"
"July 31, 2023","Newport News","VA","Passenger","1","0","1","128","129","0.78"
"April 30, 2019","San Juan","WA","Passenger","204","69","273","14,320","14,593","1.87"
"May 31, 2024","Orange","NY","Passenger","0","1","1","42","43","2.33"
"November 30, 2021","Mason","WA","Truck","0","0","0","21,205","21,205","0.00"
"November 30, 2024","Lewis","WA","Truck","23","0","23","25,776","25,799","0.09"
"September 30, 2023","Richmond","GA","Passenger","0","2","2","72","74","2.70"
"August 31, 2018","Norfolk","VA","Passenger","2","2","4","332","336","1.19"
"December 31, 2019","Sacramento","CA","Passenger","0","1","1","308","309","0.32"
"May 31, 2022","Snohomish","WA","Passenger","8,126","2,474","10,600","531,870","542,470","1.95"
"September 30, 2017","Walla Walla","WA","Passenger","27","28","55","35,017","35,072","0.16"
"December 31, 2018","Dallas","TX","Passenger","0","1","1","219","220","0.45"
"March 31, 2021","Montgomery","TX","Passenger","2","1","3","57","60","5.00"
"November 30, 2022","St. Clair","IL","Passenger","2","1","3","128","131","2.29"
"August 31, 2024","Whatcom","WA","Truck","126","0","126","42,276","42,402","0.30"
"June 30, 2024","Lewis","WA","Truck","17","0","17","25,600","25,617","0.07"
"July 31, 2021","Carroll","NH","Passenger","0","1","1","3","4","25.00"
"November 30, 2021","Burlington","NJ","Passenger","0","1","1","117","118","0.85"
"October 31, 2020","Skagit","WA","Passenger","468","231","699","91,387","92,086","0.76"
"October 31, 2018","Douglas","NE","Passenger","0","1","1","70","71","1.41"
"January 31, 2019","Kalamazoo","MI","Passenger","1","0","1","17","18","5.56"
"July 31, 2025","Kitsap","WA","Passenger","6,118","2,084","8,202","173,812","182,014","4.51"
"July 31, 2022","Penobscot","ME","Passenger","0","2","2","10","12","16.67"
"June 30, 2023","Wichita","TX","Passenger","1","0","1","35","36","2.78"
"July 31, 2022","Harris","TX","Passenger","1","1","2","208","210","0.95"
"July 31, 2024","Asotin","WA","Truck","3","0","3","6,543","6,546","0.05"
"April 30, 2022","Klickitat","WA","Truck","0","0","0","8,265","8,265","0.00"
"February 28, 2022","Yakima","WA","Passenger","301","178","479","167,761","168,240","0.28"
"March 31, 2020","Denver","CO","Passenger","1","0","1","138","139","0.72"
"July 31, 2024","Clatsop","OR","Passenger","1","0","1","42","43","2.33"
"January 31, 2021","Fairfax","VA","Passenger","6","2","8","736","744","1.08"
"January 31, 2021","Asotin","WA","Passenger","16","13","29","12,418","12,447","0.23"
"September 30, 2017","Yakima","WA","Truck","0","0","0","57,693","57,693","0.00"
"March 31, 2025","Prince William","VA","Passenger","1","4","5","133","138","3.62"
"November 30, 2022","Yavapai","AZ","Passenger","0","1","1","32","33","3.03"
"October 31, 2022","Howard","MD","Passenger","0","2","2","70","72","2.78"
"March 31, 2018","Norfolk","VA","Passenger","1","2","3","317","320","0.94"
"April 30, 2024","Polk","OR","Passenger","1","1","2","21","23","8.70"
"June 30, 2024","Cumberland","NC","Passenger","3","0","3","340","343","0.87"
"November 30, 2017","Montgomery","PA","Passenger","1","0","1","39","40","2.50"
"May 31, 2025","Hays","TX","Passenger","1","0","1","4","5","20.00"
"January 31, 2022","Penobscot","ME","Passenger","0","2","2","9","11","18.18"
"January 31, 2025","Prince George's","MD","Passenger","3","2","5","120","125","4.00"
"January 31, 2024","Clackamas","OR","Passenger","2","1","3","136","139","2.16"
"November 30, 2021","Mecklenburg","NC","Passenger","1","0","1","96","97","1.03"
"January 31, 2018","Tarrant","TX","Passenger","1","0","1","236","237","0.42"
"February 28, 2019","El Paso","CO","Passenger","3","3","6","778","784","0.77"
"June 30, 2021","Lee","FL","Passenger","1","0","1","50","51","1.96"
"November 30, 2022","King","WA","Truck","337","2","339","178,500","178,839","0.19"
"June 30, 2023","Bell","TX","Passenger","1","1","2","319","321","0.62"
"October 31, 2019","Davidson","TN","Passenger","1","0","1","87","88","1.14"
"March 31, 2021","Cumberland","NC","Passenger","0","2","2","457","459","0.44"
"April 30, 2022","Marion","OR","Passenger","1","0","1","136","137","0.73"
"August 31, 2024","Benton","OR","Passenger","1","0","1","30","31","3.23"
"May 31, 2024","Pinellas","FL","Passenger","1","0","1","58","59","1.69"
"August 31, 2021","Sedgwick","KS","Passenger","0","1","1","93","94","1.06"
"December 31, 2024","District of Columbia","DC","Truck","1","0","1","18","19","5.26"
"October 31, 2021","Botetourt","VA","Passenger","1","0","1","0","1","100.00"
